Rank,Network,Address,Prizes,Balance,Winrate
1237,0x2fcda75f0038d54bd0f0d88d5db2a62ea298af36,polygon,315,6450,5.08%
1238,0xa383de6ad28eb262b759b0ca3ce282b5c4a1c75d,polygon,5,99,5.07%
1239,0x64974bcdb6e3cca6035804d80550bc7dfbdc6cfe,polygon,2776,56908,5.07%
1240,0xd523172a5ecd52f181bd6a060298ed3d1c474484,polygon,27,560,5.06%
1241,0xe39bc99b80a9efd0f14f82aea1406eee93d456f2,polygon,220,4568,5.06%
1242,0x5e8338e42f8047f9f164fde65f5c7f7127908f48,polygon,506,10502,5.06%
1243,0x1731ed34e5877ee798d95b0ca92e78b65185077d,polygon,10,208,5.06%
1244,0xab53e5185d0808d56c4e467ed3e9455f7539799f,polygon,5,99,5.05%
1245,0xbde0ee0e7f34cf1bc9aead0f01d4d84a7f4e475e,polygon,217,4517,5.05%
1246,0xedcc6ee9aa1b85f976b6dedf39b4f44cfd0f9324,polygon,805,16799,5.03%
1247,0xa77870644f4b496fbd5c4662dc36356b3425979c,polygon,643,13425,5.03%
1248,0x13ae6e540b650f77f0335ae754caae85798f46eb,polygon,5,104,5.03%
1249,0x8036dcf5c0d48b0807ba91a3bbbf7d6000760bb8,polygon,172,3592,5.03%
1250,0x26e4ffa29983da7e436cc6d9ac268e66b4a5b891,polygon,6,125,5.03%
1251,0x5c56e499a8d291120b39693af34cfbfb5cfa8b15,polygon,20,418,5.02%
1252,0xea7cf159c07b7c8e3a49e53bba8b7a4d5ea7f43e,polygon,5,105,5.02%
1253,0xcdd70eb32e97f3d0b718b953a67d12740c7b29df,polygon,250,5230,5.02%
1254,0x43fbcafbe95abbffe8dd85a1fa3c33ec2f9ba9e8,polygon,465,9733,5.01%
1255,0xfa44249da56e46f9ebf4a1a81ec94663898788c7,polygon,1,21,5.01%
1256,0xc1d205de159fc67c64e47e0bace262d3b33be21b,polygon,10,210,5.01%
1257,0xa54df98f787abbb13f09d096c55d25cc16592831,polygon,10,210,5.01%
1258,0x0fdfbdc871601612355036a026f7ecb2d2860f72,polygon,20,420,5.00%
1259,0xfd28d67ed154b734257276e5d090721434bd51a4,polygon,10,200,5.00%
1260,0xc444cb23c821ce3bd77e8e3d0be23a2a099fb383,polygon,1,21,5.00%
1261,0x70a48b9b97838e1ac488b672a48c0f61801d9b40,polygon,1,21,5.00%
1262,0xed049fcbfa1842007f3a189143777bf7ea6e510a,polygon,1,20,5.00%
1263,0x59e71e558bdb80d3a9cc4aa2b36e9eadcc6bb851,polygon,1,21,5.00%
1264,0xa40222bd26ecd961a09ef0b90a3283878042708c,polygon,7,140,5.00%
1265,0x37431af7162721008e8c8dd64ec3bc2ac6e4f0e3,polygon,5,105,5.00%
1266,0x5c7cd240643db33de9e2313ea778dcf2894c66cf,polygon,5,105,5.00%
1267,0x70d82c59fda64e46917f88bae781ca388d138e9c,ethereum,5,100,5.00%
1268,0x54402d83859daa699f334fb51487c4a90a64972a,ethereum,5,100,5.00%
1269,0xa068e6e758486890517ceeb5407590850191eb9c,polygon,10,210,5.00%
1270,0xf4f5b6245707839ead559c1be19bb6a75f43d99e,polygon,5,100,5.00%
1271,0xe2ea4ddc2b2075c2722f8407c815515aa826897f,polygon,5,105,5.00%
1272,0x1aba64c3535dd573ddac5b922ee61e158b99f1b8,polygon,5,100,5.00%
1273,0xfe7805a9886277a40b34567173950b4303b7824f,polygon,5,105,5.00%
1274,0x0efb1e87d0f5b86e28f6da90da76d561f9c9a1f6,polygon,5,105,5.00%
1275,0xdaf1e6a92c2d62408aa5a3ea64d0fbedf440f6e0,polygon,1143,24014,4.99%
1276,0x4ec64bf5e19b8afa560f38e742518b21afcb66c7,polygon,799,16785,4.99%
1277,0xe62700e9c9f9380cdd9cd6f2819bd28b68d12154,polygon,5,100,4.99%
1278,0x0eec7f3c79c0adad5cd90875b7ef199335ba0100,polygon,51,1023,4.99%
1279,0xd61cdb327d82fc77d119bfa82d489514d5c3d89d,polygon,10,211,4.98%
1280,0x2e36b361d9b711022b63d145c01a7a599a464894,polygon,10,211,4.98%
1281,0x0cb2cc35926fcccfdb947d166c038f0029bddc03,polygon,795,16753,4.97%
1282,0x924381b80c30b213b05dffc9eadf4c3f8aad6af5,polygon,249,5247,4.97%
1283,0x2ae55c67ac4333dc8d4c6b061db63e4749b47169,polygon,1077,22509,4.97%
1284,0x3f9749097763609dab51491a2d84bd879cdf47e1,polygon,496,10489,4.96%
1285,0xc71602ab7a7507f7cc0687ae1586f4729a1edd6f,polygon,263,5325,4.96%
1286,0x34be6bb3f0d3db56f76c7d8722407f61a8d44e46,polygon,497,10472,4.95%
1287,0x2d2ae418a13062ef45ebdacfb6cd6e6c67cbfac6,polygon,5,106,4.95%
1288,0x2ec82ba57b1bb37b082c49292f5976b9e0b738c6,polygon,5,106,4.95%
1289,0x10b60b9cf127cdffb42fd184775a515091586f05,polygon,5,101,4.95%
1290,0x71a075b3b6ed3dd4307e6c26366f3b784cef2ba4,polygon,82,1730,4.95%
1291,0x00fdbb477d1cd363c333eac93fe7eb0397acd470,polygon,1533,32424,4.94%
1292,0xb01d1afc638b294d5471c836dc876fdf53b6ca5b,polygon,788,16731,4.94%
1293,0x82ea1ba6b8cd6e08444fc4273ed59e70a2f47775,polygon,952,20235,4.93%
1294,0x3bd5350f22cafa9c5ce144a70bb31f7fbb0c161e,polygon,12,256,4.93%
1295,0xcda6de577d10c2e34da144c17760a8f1dc7bf847,polygon,10,213,4.92%
1296,0x5fbcfedcacf501f1031d5b9d1ea6c0c5e8be4cca,polygon,11,235,4.92%
1297,0x3a5bde3ed0ed368078729ee6b136ea2eacb2df29,polygon,948,20030,4.92%
1298,0x9d0a5d44ae1968c894a3be4fa4d90a520f18c1b8,polygon,982,20975,4.91%
1299,0x969a524dc7e46f0def44352c11b2296d37ef6e23,polygon,27,576,4.91%
1300,0xddf411301b027d5c059bc4329a8f508f827e7661,polygon,5,107,4.90%
1301,0x40a786bc0906e55860fee564c619f4a493db6ebd,polygon,20,428,4.90%
1302,0xa9d2ca9d3eeb76f03ddb1be08aa97b0dc0ee5ae9,polygon,977,20972,4.88%
1303,0x274af61a316678a84aabacc4a6cf6881e9413b3b,polygon,28,602,4.87%
1304,0x4aadbf894a6a6bb48951846d91492022a3a7d0bb,polygon,1,22,4.86%
1305,0x5721d09950b781f21ae6c40e9d0b9642b0d36ebb,polygon,777,16738,4.86%
1306,0x8d0554f04499df737b6e19f33c04cf7ef627d7eb,polygon,486,10462,4.86%
1307,0x2badad0bc7b2a67a29de52d077bf6bedbd0f7fa0,polygon,1228,26499,4.86%
1308,0x3de95def12cd7aedc9e728b005c9ad0a02e2a392,polygon,5,103,4.85%
1309,0x9d3e31a947efed1be5fe43aa09b6ddd238d956e2,polygon,485,10472,4.85%
1310,0x2418195e26904bc830041875b3336c8d89b34259,polygon,775,16747,4.85%
1311,0x398b35a941c488c7d5e95088585f3e6e0a691d1f,polygon,485,10480,4.85%
1312,0xb0075683fa5f52e9e9713eeb4dc552a2b33065d1,polygon,17,366,4.84%
1313,0xb5cb1581413438532c68fcd94610863a4545531d,polygon,484,10478,4.84%
1314,0xe2a2b26c8ecde34cfc2dd10cf710f8e2e4186830,polygon,6,130,4.84%
1315,0x82b62aea7dd3609dbc6cf5ca3157dae5ec202093,polygon,773,16726,4.84%
1316,0xc945f3ea949c6491fb81b33591cc590f4ec6b584,polygon,1155,25037,4.83%
1317,0x7a93967ab0876167320404ad085997af89f42131,polygon,212,4570,4.83%
1318,0x9ad035dd27100a2ecd72c17e27d9b8c9c181b34b,polygon,1015,21962,4.83%
1319,0x65176fe1ebe07963b572d35dc257380fb15eb2be,polygon,12,261,4.83%
1320,0x57b76ea502d408671a7a94b88db2eae6c91b4a78,polygon,98,2119,4.83%
1321,0xcc22f7f6a8296ed44f0f0e758374675120909177,polygon,100,2173,4.82%
1322,0x16d631ce5dd4328bb52e3aa92e571aaf45c4ed36,polygon,49,1016,4.82%
1323,0x1e959d664e8d62f637e0f3ad6ad0e5bec5edd5be,polygon,19,414,4.81%
1324,0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3,polygon,4647,98093,4.81%
1325,0x373ef2a3795e111004919d6d95e9787b1acb35b3,polygon,306,6623,4.80%
1326,0x481b84d453a27c4b4d40e9dc8eb96e11fc46fdb5,polygon,12,261,4.80%
1327,0x62dde039b808c15e9b638c10447491be5ae32f7d,polygon,501,10968,4.79%
1328,0xff46e3945985efeb68bf03dd8d0d6c36ca2cc596,polygon,138,3021,4.78%
1329,0x8fad37dfe228d08361385cda72f72bb20975a723,polygon,400,8762,4.78%
1330,0x957b022767e8427e08de78ab5445ff006ab41f61,polygon,58,1271,4.78%
1331,0x1ef0e27418e947261227e1662ea2848311b38fb8,polygon,630,13688,4.78%
1332,0xaeeff3f1e6e7424b81b0d2a3c47132a0c68162ca,polygon,500,11002,4.76%
1333,0x572ae711b8d89252d61fc1ec5701179ae6a6992c,polygon,69,1512,4.76%
1334,0x5b5d6d2cd7ab7708b7cc8131902aa355070f45dc,polygon,325,6949,4.75%
1335,0x65bf0d92c1221010333dd7dd56872f00b26980b0,polygon,474,10449,4.75%
1336,0xf604d927dc2d2f6c6acf2942ba18f51e6ff29c82,polygon,475,10464,4.75%
1337,0xbf046471ca3e2705991ca42e790cb6f427284cb6,polygon,475,10473,4.75%
